idx,poem_text,url
10,"岱宗夫如何？齐鲁青未了。
造化钟神秀，阴阳割昏晓。
荡胸生曾云，决眦入归鸟。
会当凌绝顶，一览众山小。",https://so.gushiwen.org/shiwenv_efec283b31e0.aspx
11,"凉月如眉挂柳湾，越中山色镜中看。
兰溪三日桃花雨，半夜鲤鱼来上滩。",https://so.gushiwen.org/shiwenv_a40af7ba79a0.aspx
12,雪粉华，舞梨花，再不见烟村四五家。密洒堪图画，看疏林噪晚鸦。黄芦掩映清江下，斜缆着钓鱼艖。,https://so.gushiwen.org/shiwenv_d3ba5a3a4d29.aspx
13,"苍苍竹林寺，杳杳钟声晚。
荷笠带斜阳，青山独归远。",https://so.gushiwen.org/shiwenv_214bea9d63ff.aspx
14,"半亩方塘一鉴开，天光云影共徘徊。
问渠那得清如许？为有源头活水来。",https://so.gushiwen.org/shiwenv_4c1364cb1da5.aspx
15,"吾家洗砚池头树，个个花开淡墨痕。
不要人夸好颜色，只流清气满乾坤。
我家洗砚池边树，朵朵花开淡墨痕。
不要人夸颜色好，只留清气满乾坤。",https://so.gushiwen.org/shiwenv_82fd6027caf3.aspx
16,"木叶下君山。空水漫漫。十分斟酒敛芳颜。不是渭城西去客，休唱阳关。
醉袖抚危栏。天淡云闲。何人此路得生还。回首夕阳红尽处，应是长安。",https://so.gushiwen.org/shiwenv_aff9c242145a.aspx
17,"猿鸟共不到，我来身欲浮。四边空碧落，绝顶正清秋。
宇宙知何极，华夷见细流。坛西独立久，白日转神州。",https://so.gushiwen.org/shiwenv_dae462ae4a71.aspx
18,乘彩舫，过莲塘，棹歌惊起睡鸳鸯。游女带香偎伴笑，争窈窕，竞折团荷遮晚照。,https://so.gushiwen.org/shiwenv_fe9b8193fd43.aspx
19,"前不见古人，后不见来者。
念天地之悠悠，独怆然而涕下。",https://so.gushiwen.org/shiwenv_4083a01ac833.aspx
20,"爆竹声中一岁除，春风送暖入屠苏。
千门万户曈曈日，总把新桃换旧符。",https://so.gushiwen.org/shiwenv_a167901c9c90.aspx
21,"美人卷珠帘，深坐颦蛾眉。
但见泪痕湿，不知心恨谁。",https://so.gushiwen.org/shiwenv_68fe1f940020.aspx
22,"庭院深深深几许，云窗雾阁春迟。为谁憔悴损芳姿。夜来清梦好，应是发南枝。
玉瘦檀轻无限恨，南楼羌管休吹。浓香吹尽有谁知。暖风迟日也，别到杏花肥。",https://so.gushiwen.org/shiwenv_8cacf9e0bd42.aspx
23,"一蓑一笠一扁舟，一丈丝纶一寸钩。
一曲高歌一樽酒，一人独钓一江秋。",https://so.gushiwen.org/shiwenv_32c4c7921ebe.aspx
24,"郁孤台下清江水，中间多少行人泪。西北望长安，可怜无数山。
青山遮不住，毕竟东流去。江晚正愁余，山深闻鹧鸪。 ",https://so.gushiwen.org/shiwenv_958ebfc84111.aspx
25,"几日随风北海游，回从扬子大江头。
臣心一片磁针石，不指南方不肯休。",https://so.gushiwen.org/shiwenv_7ac830824d2c.aspx
26,"丞相祠堂何处寻，锦官城外柏森森。
映阶碧草自春色，隔叶黄鹂空好音。
三顾频烦天下计，两朝开济老臣心。
出师未捷身先死，长使英雄泪满襟。",https://so.gushiwen.org/shiwenv_625762a4b089.aspx
27,"读陆游咏梅词，反其意而用之。
风雨送春归，飞雪迎春到。已是悬崖百丈冰，犹有花枝俏。
俏也不争春，只把春来报。待到山花烂漫时，她在丛中笑。",https://so.gushiwen.org/shiwenv_e8c610c2308b.aspx
28,"微风摇紫叶，轻露拂朱房。
中池所以绿，待我泛红光。",https://so.gushiwen.org/shiwenv_1a7af111b00e.aspx
29,"宣室求贤访逐臣，贾生才调更无伦。
可怜夜半虚前席，不问苍生问鬼神。",https://so.gushiwen.org/shiwenv_cd908d31f388.aspx
30,"挽弓当挽强，用箭当用长。射人先射马，擒贼先擒王。
杀人亦有限，列国自有疆。苟能制侵陵，岂在多杀伤。",https://so.gushiwen.org/shiwenv_c6ddf6c13190.aspx
31,"十年磨一剑，霜刃未曾试。
今日把示君，谁有不平事？",https://so.gushiwen.org/shiwenv_6eb36c4ece81.aspx
32,"客路青山外，行舟绿水前。
潮平两岸阔，风正一帆悬。
海日生残夜，江春入旧年。
乡书何处达？归雁洛阳边。",https://so.gushiwen.org/shiwenv_720b46d38537.aspx
33,"把酒祝东风，且共从容。垂杨紫陌洛城东。总是当时携手处，游遍芳丛。
聚散苦匆匆，此恨无穷。今年花胜去年红。可惜明年花更好，知与谁同？",https://so.gushiwen.org/shiwenv_3f09584ea709.aspx
34,"夜热依然午热同，开门小立月明中。
竹深树密虫鸣处，时有微凉不是风。",https://so.gushiwen.org/shiwenv_2d549d9a09f4.aspx
35,"炉火照天地，红星乱紫烟。
赧郎明月夜，歌曲动寒川。",https://so.gushiwen.org/shiwenv_8c3f69e79d33.aspx
36,"只有天在上，更无山与齐。
举头红日近，回首白云低。",https://so.gushiwen.org/shiwenv_cd44418f685f.aspx
37,"一曲新词酒一杯，去年天气旧亭台。夕阳西下几时回？
无可奈何花落去，似曾相识燕归来。小园香径独徘徊。",https://so.gushiwen.org/shiwenv_eda29e11ff49.aspx
38,"落魄江南载酒行，楚腰纤细掌中轻。
十年一觉扬州梦，赢得青楼薄幸名。",https://so.gushiwen.org/shiwenv_42e12feb4ebb.aspx
39,"莺嘴啄花红溜，燕尾点波绿皱。
指冷玉笙寒，吹彻小梅春透。
依旧，依旧，人与绿杨俱瘦。",https://so.gushiwen.org/shiwenv_20f074f6d770.aspx
40,"山外青山楼外楼，西湖歌舞几时休？
暖风熏得游人醉，直把杭州作汴州。",https://so.gushiwen.org/shiwenv_63f2cb1073ff.aspx
41,"故人具鸡黍，邀我至田家。
绿树村边合，青山郭外斜。
开轩面场圃，把酒话桑麻。
待到重阳日，还来就菊花。",https://so.gushiwen.org/shiwenv_4a0d548bebb3.aspx
42,"无言独上西楼，月如钩。寂寞梧桐深院锁清秋。
剪不断，理还乱，是离愁。别是一般滋味在心头。",https://so.gushiwen.org/shiwenv_804144e6b0dd.aspx
43,"百感中来不自由，角声孤起夕阳楼。
碧山终日思无尽，芳草何年恨即休？
睫在眼前长不见，道非身外更何求。
谁人得似张公子，千首诗轻万户侯。",https://so.gushiwen.org/shiwenv_a384f95850a5.aspx
44,"梨花淡白柳深青，柳絮飞时花满城。
惆怅东栏一株雪，人生看得几清明。",https://so.gushiwen.org/shiwenv_3fa812d40687.aspx
45,"怀君属秋夜，散步咏凉天。
空山松子落，幽人应未眠。",https://so.gushiwen.org/shiwenv_0f23fdb7b5f9.aspx
46,"千古江山，英雄无觅，孙仲谋处。舞榭歌台，风流总被雨打风吹去。斜阳草树，寻常巷陌，人道寄奴曾住。想当年，金戈铁马，气吞万里如虎。
元嘉草草，封狼居胥，赢得仓皇北顾。四十三年，望中犹记，烽火扬州路。可堪回首，佛狸祠下，一片神鸦社鼓。凭谁问，廉颇老矣，尚能饭否？",https://so.gushiwen.org/shiwenv_12e69f000057.aspx
47,风蒲猎猎小池塘，过雨荷花满院香，沉李浮瓜冰雪凉。竹方床，针线慵拈午梦长。,https://so.gushiwen.org/shiwenv_2d07a29f2774.aspx
48,"兰生不当户，别是闲庭草。
夙被霜露欺，红荣已先老。
谬接瑶华枝，结根君王池。
顾无馨香美，叨沐清风吹。
馀芳若可佩，卒岁长相随。
袖中赵匕首，买自徐夫人。
玉匣闭霜雪，经燕复历秦。
其事竟不捷，沦落归沙尘。
持此愿投赠，与君同急难。
荆卿一去后，壮士多摧残。
长号易水上，为我扬波澜。
凿井当及泉，张帆当济川。
廉夫唯重义，骏马不劳鞭。
人生贵相知，何必金与钱？
慢世薄功业，非无胸中画。
谑浪万古贤，以为儿童剧。
立产如广费，匡君怀长策。
但苦山北寒，谁知道南宅？
岁酒上逐风，霜鬓两边白。
蜀主思孔明，晋家望安石。
时人列五鼎，谈笑期一掷。
虎伏被胡尘，渔歌游海滨。
弊裘耻妻嫂，长剑托交亲。
夫子秉家义，群公难与邻。
莫持西江水，空许东溟臣。
他日青云去，黄金报主人。",https://so.gushiwen.org/shiwenv_a0661b92e0c0.aspx
49,"枕中云气千峰近，床底松声万壑哀。
要看银山拍天浪，开窗放入大江来。",https://so.gushiwen.org/shiwenv_d4b985ecee90.aspx
50,"静夜四无邻，荒居旧业贫。
雨中黄叶树，灯下白头人。
以我独沉久，愧君相见频。
平生自有分，况是蔡家亲。",https://so.gushiwen.org/shiwenv_7661425bdf0a.aspx
51,"煮豆燃豆萁，豆在釜中泣。
本是同根生，相煎何太急？（版本一）
煮豆持作羹，漉菽以为汁。
萁在釜下燃，豆在釜中泣。
本自同根生，相煎何太急？（版本二）",https://so.gushiwen.org/shiwenv_305d29fb64aa.aspx
52,"天门中断楚江开，碧水东流至此回。
两岸青山相对出，孤帆一片日边来。",https://so.gushiwen.org/shiwenv_97e6296bfb8d.aspx
53,"双桧苍然古貌奇，含烟吐雾郁参差。晚依禅客当金殿，
初对将军映画旗。龙象界中成宝盖，鸳鸯瓦上出高枝。
长明灯是前朝焰，曾照青青年少时。",https://so.gushiwen.org/shiwenv_78d6ed45272e.aspx
54,"少年易老学难成，一寸光阴不可轻。
未觉池塘春草梦，阶前梧叶已秋声。",https://so.gushiwen.org/shiwenv_85ebee46dc2c.aspx
55,"薄雾浓云愁永昼，瑞脑消金兽。佳节又重阳，玉枕纱橱，半夜凉初透。
东篱把酒黄昏后，有暗香盈袖。莫道不销魂，帘卷西风，人比黄花瘦。",https://so.gushiwen.org/shiwenv_324219410b89.aspx
56,萋萋芳草忆王孙。柳外楼高空断魂。杜宇声声不忍闻。欲黄昏。雨打梨花深闭门。,https://so.gushiwen.org/shiwenv_a23968b0af37.aspx
57,"锦瑟无端五十弦，一弦一柱思华年。
庄生晓梦迷蝴蝶，望帝春心托杜鹃。
沧海月明珠有泪，蓝田日暖玉生烟。
此情可待成追忆，只是当时已惘然。",https://so.gushiwen.org/shiwenv_1921957e6e83.aspx
58,子规啼，不如归，道是春归人未归。几日添憔悴，虚飘飘柳絮飞。一春鱼雁无消息，则见双燕斗衔泥。,https://so.gushiwen.org/shiwenv_36ed7c639f08.aspx
59,"泠泠七弦上，静听松风寒。
古调虽自爱，今人多不弹。",https://so.gushiwen.org/shiwenv_8430c8ce3d9c.aspx
60,"常记溪亭日暮，沉醉不知归路。
兴尽晚回舟，误入藕花深处。
争渡，争渡，惊起一滩鸥鹭。",https://so.gushiwen.org/shiwenv_3e33bfbb8f79.aspx
61,"昔我游齐都。
登华不注峰。
兹山何峻秀。
绿翠如芙蓉。
萧飒古仙人。
了知是赤松。
借予一白鹿。
自挟两青龙。
含笑凌倒景。
欣然愿相从。



泣与亲友别。
欲语再三咽。
勖君青松心。
努力保霜雪。
世路多险艰。
白日欺红颜。
分手各千里。
去去何时还。



在世复几时。
倏如飘风度。
空闻紫金经。
白首愁相误。
抚己忽自笑。
沉吟为谁故。
名利徒煎熬。
安得闲余步。
终留赤玉舄。
东上蓬莱路。
秦帝如我求。
苍苍但烟雾。

",https://so.gushiwen.org/shiwenv_1864fe781a93.aspx
62,"江上往来人，但爱鲈鱼美。
君看一叶舟，出没风波里。",https://so.gushiwen.org/shiwenv_4b21381d3a76.aspx
63,"长安古道马迟迟，高柳乱蝉嘶。夕阳岛外，秋风原上，目断四天垂。
归云一去无踪迹，何处是前期？狎兴生疏，酒徒萧索，不似少年时。",https://so.gushiwen.org/shiwenv_861b0d2902a0.aspx
64,"辛苦最怜天上月，一昔如环，昔昔都成玦。若似月轮终皎洁，不辞冰雪为卿热。
无那尘缘容易绝，燕子依然，软踏帘钩说。唱罢秋坟愁未歇，春丛认取双栖蝶。",https://so.gushiwen.org/shiwenv_26b87875bd77.aspx
65,"三过平山堂下，半生弹指声中。十年不见老仙翁，壁上龙蛇飞动。
欲吊文章太守，仍歌杨柳春风。休言万事转头空，未转头时皆梦。",https://so.gushiwen.org/shiwenv_a2a716cb0511.aspx
66,"滕王高阁临江渚，佩玉鸣鸾罢歌舞。
画栋朝飞南浦云，珠帘暮卷西山雨。
闲云潭影日悠悠，物换星移几度秋。
阁中帝子今何在？槛外长江空自流。",https://so.gushiwen.org/shiwenv_433b9ec674cf.aspx
67,"春风一夜到衡阳，楚水燕山万里长。
莫道春来便归去，江南虽好是他乡。",https://so.gushiwen.org/shiwenv_a9d80ed06ffb.aspx
68,"春江潮水连海平，海上明月共潮生。
滟滟随波千万里，何处春江无月明！
江流宛转绕芳甸，月照花林皆似霰。
空里流霜不觉飞，汀上白沙看不见。
江天一色无纤尘，皎皎空中孤月轮。
江畔何人初见月？江月何年初照人？
人生代代无穷已，江月年年只相似。
不知江月待何人，但见长江送流水。
白云一片去悠悠，青枫浦上不胜愁。
谁家今夜扁舟子？何处相思明月楼？
可怜楼上月徘徊，应照离人妆镜台。
玉户帘中卷不去，捣衣砧上拂还来。
此时相望不相闻，愿逐月华流照君。
鸿雁长飞光不度，鱼龙潜跃水成文。
昨夜闲潭梦落花，可怜春半不还家。
江水流春去欲尽，江潭落月复西斜。
斜月沉沉藏海雾，碣石潇湘无限路。
不知乘月几人归，落月摇情满江树。",https://so.gushiwen.org/shiwenv_3aed26d1fa99.aspx
69,"细草微风岸，危樯独夜舟。
星垂平野阔，月涌大江流。
名岂文章著，官应老病休。
飘飘何所似，天地一沙鸥。",https://so.gushiwen.org/shiwenv_30bf1f03b349.aspx
70,"回乐峰前沙似雪，受降城外月如霜。(回乐峰 一作：回乐烽）
不知何处吹芦管，一夜征人尽望乡。",https://so.gushiwen.org/shiwenv_d89eb1125b6d.aspx
71,"戍鼓断人行，边秋一雁声。
露从今夜白，月是故乡明。
有弟皆分散，无家问死生。
寄书长不达，况乃未休兵。",https://so.gushiwen.org/shiwenv_ad6f7cfa10c2.aspx
72,"春江潮水连海平，海上明月共潮生。
滟滟随波千万里，何处春江无月明！
江流宛转绕芳甸，月照花林皆似霰。
空里流霜不觉飞，汀上白沙看不见。
江天一色无纤尘，皎皎空中孤月轮。
江畔何人初见月？江月何年初照人？
人生代代无穷已，江月年年只相似。
不知江月待何人，但见长江送流水。
白云一片去悠悠，青枫浦上不胜愁。
谁家今夜扁舟子？何处相思明月楼？
可怜楼上月徘徊，应照离人妆镜台。
玉户帘中卷不去，捣衣砧上拂还来。
此时相望不相闻，愿逐月华流照君。
鸿雁长飞光不度，鱼龙潜跃水成文。
昨夜闲潭梦落花，可怜春半不还家。
江水流春去欲尽，江潭落月复西斜。
斜月沉沉藏海雾，碣石潇湘无限路。
不知乘月几人归，落月摇情满江树。",https://so.gushiwen.org/shiwenv_3aed26d1fa99.aspx
73,"银烛吐青烟，金樽对绮筵。
离堂思琴瑟，别路绕山川。
明月隐高树，长河没晓天。
悠悠洛阳道，此会在何年。",https://so.gushiwen.org/shiwenv_4b20503338e3.aspx
74,"少年不识愁滋味，爱上层楼。爱上层楼，为赋新词强说愁。
而今识尽愁滋味，欲说还休。欲说还休，却道天凉好个秋。",https://so.gushiwen.org/shiwenv_2ee36eb2ccf7.aspx
75,"绿蚁新醅酒，红泥小火炉。
晚来天欲雪，能饮一杯无？",https://so.gushiwen.org/shiwenv_d09fef17613b.aspx
76,"葡萄美酒夜光杯，欲饮琵琶马上催。
醉卧沙场君莫笑，古来征战几人回？",https://so.gushiwen.org/shiwenv_9312f5349cd7.aspx
77,"朱雀桥边野草花，乌衣巷口夕阳斜。
旧时王谢堂前燕，飞入寻常百姓家。",https://so.gushiwen.org/shiwenv_8b671db8c10d.aspx
78,"造物无言却有情，每于寒尽觉春生。
千红万紫安排著，只待新雷第一声。",https://so.gushiwen.org/shiwenv_6b1257a2182b.aspx
79,"梨花淡白柳深青，柳絮飞时花满城。
惆怅东栏一株雪，人生看得几清明。",https://so.gushiwen.org/shiwenv_3fa812d40687.aspx
80,"三月七日，沙湖道中遇雨。雨具先去，同行皆狼狈，余独不觉，已而遂晴，故作此词。
莫听穿林打叶声，何妨吟啸且徐行。竹杖芒鞋轻胜马，谁怕？一蓑烟雨任平生。
料峭春风吹酒醒，微冷，山头斜照却相迎。回首向来萧瑟处，归去，也无风雨也无晴。",https://so.gushiwen.org/shiwenv_6b30455fdd3c.aspx
81,"江国逾千里，山城仅百层。
岸风翻夕浪，舟雪洒寒灯。
留滞才难尽，艰危气益增。
图南未可料，变化有鲲鹏。",https://so.gushiwen.org/shiwenv_44c9b51cef8e.aspx
82,"千锤万凿出深山，烈火焚烧若等闲。
粉骨碎身全不怕，要留清白在人间。

",https://so.gushiwen.org/shiwenv_c6c93895df0a.aspx
83,"一挂吴帆不计程，几回击缆几回行。
天寒有日云犹冻，江阔无风浪亦生。
数点家山常在眼，一声寒雁正关情。
长年忽得南来鲤，恐有音书急遣烹。",https://so.gushiwen.org/shiwenv_9c13f8546160.aspx
84,"日暮苍山远，天寒白屋贫。
柴门闻犬吠，风雪夜归人。",https://so.gushiwen.org/shiwenv_d61bf6c27218.aspx
85,"大江东去，浪淘尽，千古风流人物。
故垒西边，人道是，三国周郎赤壁。
乱石穿空，惊涛拍岸，卷起千堆雪。
江山如画，一时多少豪杰。
遥想公瑾当年，小乔初嫁了，雄姿英发。
羽扇纶巾，谈笑间，樯橹灰飞烟灭。
故国神游，多情应笑我，早生华发。
人生如梦，一尊还酹江月。",https://so.gushiwen.org/shiwenv_5fb51378286c.aspx
86,"百战沙场碎铁衣，城南已合数重围。
突营射杀呼延将，独领残兵千骑归。",https://so.gushiwen.org/shiwenv_3e2bfcd9dfec.aspx
87,"汴水流，泗水流，流到瓜州古渡头。吴山点点愁。
思悠悠，恨悠悠，恨到归时方始休。月明人倚楼。",https://so.gushiwen.org/shiwenv_10ff29925d73.aspx
88,"小时不识月，呼作白玉盘。
又疑瑶台镜，飞在青云端。
仙人垂两足，桂树何团团。
白兔捣药成，问言与谁餐？
蟾蜍蚀圆影，大明夜已残。
羿昔落九乌，天人清且安。
阴精此沦惑，去去不足观。
忧来其如何？凄怆摧心肝。",https://so.gushiwen.org/shiwenv_04c68a9b161e.aspx
89,"死去元知万事空，但悲不见九州同。
王师北定中原日，家祭无忘告乃翁。",https://so.gushiwen.org/shiwenv_966c8a76211f.aspx
90,"耕犁千亩实千箱，力尽筋疲谁复伤？
但得众生皆得饱，不辞羸病卧残阳。",https://so.gushiwen.org/shiwenv_9b3d3cb65c13.aspx
91,"谁家玉笛暗飞声，散入春风满洛城。
此夜曲中闻折柳，何人不起故园情。",https://so.gushiwen.org/shiwenv_be1894114330.aspx
92,"一带江山如画，风物向秋潇洒。水浸碧天何处断？霁色冷光相射。蓼屿荻花洲，掩映竹篱茅舍。
云际客帆高挂，烟外酒旗低亚。多少六朝兴废事，尽入渔樵闲话。怅望倚层楼，寒日无言西下。",https://so.gushiwen.org/shiwenv_c42c8997a059.aspx
93,疏竹摇秋雨，苍松凝晚烟。王孙归未得，谁复效春妍。,https://so.gushiwen.org/shiwenv_378a7961fcdf.aspx
94,"风住尘香花已尽，日晚倦梳头。物是人非事事休，欲语泪先流。
闻说双溪春尚好，也拟泛轻舟。只恐双溪舴艋舟，载不动许多愁。",https://so.gushiwen.org/shiwenv_cd236de1e210.aspx
95,"孤山寺北贾亭西，水面初平云脚低。
几处早莺争暖树，谁家新燕啄春泥。
乱花渐欲迷人眼，浅草才能没马蹄。
最爱湖东行不足，绿杨阴里白沙堤。",https://so.gushiwen.org/shiwenv_af218ed70405.aspx
96,"古之学者必有师。师者，所以传道受业解惑也。人非生而知之者，孰能无惑？惑而不从师，其为惑也，终不解矣。生乎吾前，其闻道也固先乎吾，吾从而师之；生乎吾后，其闻道也亦先乎吾，吾从而师之。吾师道也，夫庸知其年之先后生于吾乎？是故无贵无贱，无长无少，道之所存，师之所存也。
嗟乎！师道之不传也久矣！欲人之无惑也难矣！古之圣人，其出人也远矣，犹且从师而问焉；今之众人，其下圣人也亦远矣，而耻学于师。是故圣益圣，愚益愚。圣人之所以为圣，愚人之所以为愚，其皆出于此乎？爱其子，择师而教之；于其身也，则耻师焉，惑矣。彼童子之师，授之书而习其句读者，非吾所谓传其道解其惑者也。句读之不知，惑之不解，或师焉，或不焉，小学而大遗，吾未见其明也。巫医乐师百工之人，不耻相师。士大夫之族，曰师曰弟子云者，则群聚而笑之。问之，则曰：“彼与彼年相若也，道相似也。位卑则足羞，官盛则近谀。”呜呼！师道之不复可知矣。巫医乐师百工之人，君子不齿，今其智乃反不能及，其可怪也欤！
圣人无常师。孔子师郯子、苌弘、师襄、老聃。郯子之徒，其贤不及孔子。孔子曰：三人行，则必有我师。是故弟子不必不如师，师不必贤于弟子，闻道有先后，术业有专攻，如是而已。
李氏子蟠，年十七，好古文，六艺经传皆通习之，不拘于时，学于余。余嘉其能行古道，作师说以贻之。",https://so.gushiwen.org/shiwenv_178197fd7202.aspx
97,"君问归期未有期，巴山夜雨涨秋池。
何当共剪西窗烛，却话巴山夜雨时。",https://so.gushiwen.org/shiwenv_e46c43d13b97.aspx
98,"剑外忽传收蓟北，初闻涕泪满衣裳。
却看妻子愁何在，漫卷诗书喜欲狂。
白日放歌须纵酒，青春作伴好还乡。
即从巴峡穿巫峡，便下襄阳向洛阳。",https://so.gushiwen.org/shiwenv_519029b7355c.aspx
99,"明日复明日，明日何其多。
我生待明日，万事成蹉跎。
世人若被明日累，春去秋来老将至。
朝看水东流，暮看日西坠。
百年明日能几何？请君听我明日歌。
明日复明日，明日何其多！
日日待明日，万事成蹉跎。
世人皆被明日累，明日无穷老将至。
晨昏滚滚水东流，今古悠悠日西坠。
百年明日能几何？请君听我明日歌。",https://so.gushiwen.org/shiwenv_755e47a3b13f.aspx
100,"我住长江头，君住长江尾。日日思君不见君，共饮长江水。
此水几时休，此恨何时已。只愿君心似我心，定不负相思意。",https://so.gushiwen.org/shiwenv_d096804a25ff.aspx
101,"飒飒西风满院栽，蕊寒香冷蝶难来。
他年我若为青帝，报与桃花一处开。",https://so.gushiwen.org/shiwenv_2e12db54f012.aspx
102,"春山烟欲收，天澹星稀小。残月脸边明，别泪临清晓。
语已多，情未了，回首犹重道：记得绿罗裙，处处怜芳草。",https://so.gushiwen.org/shiwenv_4d73f5fcaa8d.aspx
103,"枯藤老树昏鸦，
小桥流水人家，
古道西风瘦马。
夕阳西下，
断肠人在天涯。",https://so.gushiwen.org/shiwenv_9dcf133d25cc.aspx
104,"燕台一望客心惊，笳鼓喧喧汉将营。
万里寒光生积雪，三边曙色动危旌。
沙场烽火侵胡月，海畔云山拥蓟城。
少小虽非投笔吏，论功还欲请长缨。",https://so.gushiwen.org/shiwenv_0e1671eb861a.aspx
105,"功盖三分国，名成八阵图。（名成 一作：名高）
江流石不转，遗恨失吞吴。",https://so.gushiwen.org/shiwenv_9cee4425b019.aspx
106,"国破山河在，城春草木深。
感时花溅泪，恨别鸟惊心。
烽火连三月，家书抵万金。
白头搔更短，浑欲不胜簪。",https://so.gushiwen.org/shiwenv_89d3a63c6d7f.aspx
107,"寻寻觅觅，冷冷清清，凄凄惨惨戚戚。乍暖还寒时候，最难将息。三杯两盏淡酒，怎敌他、晚来风急？雁过也，正伤心，却是旧时相识。
满地黄花堆积。憔悴损，如今有谁堪摘？守着窗儿，独自怎生得黑？梧桐更兼细雨，到黄昏、点点滴滴。这次第，怎一个愁字了得！（守着窗儿 一作：守著窗儿）",https://so.gushiwen.org/shiwenv_f82821b9d569.aspx
108,"床前明月光，疑是地上霜。
举头望明月，低头思故乡。",https://so.gushiwen.org/shiwenv_c35a60c1a8e2.aspx
109,"时光只解催人老，不信多情，长恨离亭，泪滴春衫酒易醒。
梧桐昨夜西风急，淡月胧明，好梦频惊，何处高楼雁一声？",https://so.gushiwen.org/shiwenv_8cc45971b842.aspx
110,"众鸟高飞尽，孤云独去闲。
相看两不厌，只有敬亭山。",https://so.gushiwen.org/shiwenv_1da5349ad9e4.aspx
111,"莺初解语，最是一年春好处。微雨如酥，草色遥看近却无。
休辞醉倒，花不看开人易老。莫待春回，颠倒红英间绿苔。",https://so.gushiwen.org/shiwenv_34d04b4de4db.aspx
112,"云母屏风烛影深，长河渐落晓星沉。
嫦娥应悔偷灵药，碧海青天夜夜心。",https://so.gushiwen.org/shiwenv_caef25db347c.aspx
113,"绿树阴浓夏日长，楼台倒影入池塘。
水晶帘动微风起，满架蔷薇一院香。(水晶帘 一作 水精帘）",https://so.gushiwen.org/shiwenv_75cc56bf7094.aspx
114,"十年身事各如萍，白首相逢泪满缨。
老去不知花有态，乱来唯觉酒多情。
贫疑陋巷春偏少，贵想豪家月最明。
且对一尊开口笑，未衰应见泰阶平。",https://so.gushiwen.org/shiwenv_e41e52fd27b3.aspx
115,"秋到边城角声哀，烽火照高台。悲歌击筑，凭高酹酒，此兴悠哉。
多情谁似南山月，特地暮云开。灞桥烟柳，曲江池馆，应待人来。",https://so.gushiwen.org/shiwenv_feeab3a2e80e.aspx
116,"少闻鸡声眠，老听鸡声起。
千古万代人，消磨数声里。",https://so.gushiwen.org/shiwenv_331d18d7bdd6.aspx
117,"日出而作，日入而息。
凿井而饮，耕田而食。
帝力于我何有哉！",https://so.gushiwen.org/shiwenv_21c484c79935.aspx
118,"一去二三里，烟村四五家。
亭台六七座，八九十枝花。",https://so.gushiwen.org/shiwenv_5853b45b56b2.aspx
