idx,poem_text,url
10,岱 宗 夫 如 何 齐 鲁 青 未 了 造 化 钟 神 秀 阴 阳 割 昏 晓 荡 胸 生 曾 云 决 眦 入 归 鸟 会 当 凌 绝 顶 一 览 众 山 小,https://so.gushiwen.org/shiwenv_efec283b31e0.aspx
11,凉 月 如 眉 挂 柳 湾 越 中 山 色 镜 中 看 兰 溪 三 日 桃 花 雨 半 夜 鲤 鱼 来 上 滩,https://so.gushiwen.org/shiwenv_a40af7ba79a0.aspx
12,雪 粉 华 舞 梨 花 再 不 见 烟 村 四 五 家 密 洒 堪 图 画 看 疏 林 噪 晚 鸦 黄 芦 掩 映 清 江 下 斜 缆 着 钓 鱼 艖,https://so.gushiwen.org/shiwenv_d3ba5a3a4d29.aspx
13,苍 苍 竹 林 寺 杳 杳 钟 声 晚 荷 笠 带 斜 阳 青 山 独 归 远,https://so.gushiwen.org/shiwenv_214bea9d63ff.aspx
14,半 亩 方 塘 一 鉴 开 天 光 云 影 共 徘 徊 问 渠 那 得 清 如 许 为 有 源 头 活 水 来,https://so.gushiwen.org/shiwenv_4c1364cb1da5.aspx
15,吾 家 洗 砚 池 头 树 个 个 花 开 淡 墨 痕 不 要 人 夸 好 颜 色 只 流 清 气 满 乾 坤 我 家 洗 砚 池 边 树 朵 朵 花 开 淡 墨 痕 不 要 人 夸 颜 色 好 只 留 清 气 满 乾 坤,https://so.gushiwen.org/shiwenv_82fd6027caf3.aspx
16,木 叶 下 君 山 空 水 漫 漫 十 分 斟 酒 敛 芳 颜 不 是 渭 城 西 去 客 休 唱 阳 关 醉 袖 抚 危 栏 天 淡 云 闲 何 人 此 路 得 生 还 回 首 夕 阳 红 尽 处 应 是 长 安,https://so.gushiwen.org/shiwenv_aff9c242145a.aspx
17,猿 鸟 共 不 到 我 来 身 欲 浮 四 边 空 碧 落 绝 顶 正 清 秋 宇 宙 知 何 极 华 夷 见 细 流 坛 西 独 立 久 白 日 转 神 州,https://so.gushiwen.org/shiwenv_dae462ae4a71.aspx
18,乘 彩 舫 过 莲 塘 棹 歌 惊 起 睡 鸳 鸯 游 女 带 香 偎 伴 笑 争 窈 窕 竞 折 团 荷 遮 晚 照,https://so.gushiwen.org/shiwenv_fe9b8193fd43.aspx
19,前 不 见 古 人 后 不 见 来 者 念 天 地 之 悠 悠 独 怆 然 而 涕 下,https://so.gushiwen.org/shiwenv_4083a01ac833.aspx
20,爆 竹 声 中 一 岁 除 春 风 送 暖 入 屠 苏 千 门 万 户 曈 曈 日 总 把 新 桃 换 旧 符,https://so.gushiwen.org/shiwenv_a167901c9c90.aspx
21,美 人 卷 珠 帘 深 坐 颦 蛾 眉 但 见 泪 痕 湿 不 知 心 恨 谁,https://so.gushiwen.org/shiwenv_68fe1f940020.aspx
22,庭 院 深 深 深 几 许 云 窗 雾 阁 春 迟 为 谁 憔 悴 损 芳 姿 夜 来 清 梦 好 应 是 发 南 枝 玉 瘦 檀 轻 无 限 恨 南 楼 羌 管 休 吹 浓 香 吹 尽 有 谁 知 暖 风 迟 日 也 别 到 杏 花 肥,https://so.gushiwen.org/shiwenv_8cacf9e0bd42.aspx
23,一 蓑 一 笠 一 扁 舟 一 丈 丝 纶 一 寸 钩 一 曲 高 歌 一 樽 酒 一 人 独 钓 一 江 秋,https://so.gushiwen.org/shiwenv_32c4c7921ebe.aspx
24,郁 孤 台 下 清 江 水 中 间 多 少 行 人 泪 西 北 望 长 安 可 怜 无 数 山 青 山 遮 不 住 毕 竟 东 流 去 江 晚 正 愁 余 山 深 闻 鹧 鸪,https://so.gushiwen.org/shiwenv_958ebfc84111.aspx
25,几 日 随 风 北 海 游 回 从 扬 子 大 江 头 臣 心 一 片 磁 针 石 不 指 南 方 不 肯 休,https://so.gushiwen.org/shiwenv_7ac830824d2c.aspx
26,丞 相 祠 堂 何 处 寻 锦 官 城 外 柏 森 森 映 阶 碧 草 自 春 色 隔 叶 黄 鹂 空 好 音 三 顾 频 烦 天 下 计 两 朝 开 济 老 臣 心 出 师 未 捷 身 先 死 长 使 英 雄 泪 满 襟,https://so.gushiwen.org/shiwenv_625762a4b089.aspx
27,读 陆 游 咏 梅 词 反 其 意 而 用 之 风 雨 送 春 归 飞 雪 迎 春 到 已 是 悬 崖 百 丈 冰 犹 有 花 枝 俏 俏 也 不 争 春 只 把 春 来 报 待 到 山 花 烂 漫 时 她 在 丛 中 笑,https://so.gushiwen.org/shiwenv_e8c610c2308b.aspx
28,微 风 摇 紫 叶 轻 露 拂 朱 房 中 池 所 以 绿 待 我 泛 红 光,https://so.gushiwen.org/shiwenv_1a7af111b00e.aspx
29,宣 室 求 贤 访 逐 臣 贾 生 才 调 更 无 伦 可 怜 夜 半 虚 前 席 不 问 苍 生 问 鬼 神,https://so.gushiwen.org/shiwenv_cd908d31f388.aspx
30,挽 弓 当 挽 强 用 箭 当 用 长 射 人 先 射 马 擒 贼 先 擒 王 杀 人 亦 有 限 列 国 自 有 疆 苟 能 制 侵 陵 岂 在 多 杀 伤,https://so.gushiwen.org/shiwenv_c6ddf6c13190.aspx
31,十 年 磨 一 剑 霜 刃 未 曾 试 今 日 把 示 君 谁 有 不 平 事,https://so.gushiwen.org/shiwenv_6eb36c4ece81.aspx
32,客 路 青 山 外 行 舟 绿 水 前 潮 平 两 岸 阔 风 正 一 帆 悬 海 日 生 残 夜 江 春 入 旧 年 乡 书 何 处 达 归 雁 洛 阳 边,https://so.gushiwen.org/shiwenv_720b46d38537.aspx
33,把 酒 祝 东 风 且 共 从 容 垂 杨 紫 陌 洛 城 东 总 是 当 时 携 手 处 游 遍 芳 丛 聚 散 苦 匆 匆 此 恨 无 穷 今 年 花 胜 去 年 红 可 惜 明 年 花 更 好 知 与 谁 同,https://so.gushiwen.org/shiwenv_3f09584ea709.aspx
34,夜 热 依 然 午 热 同 开 门 小 立 月 明 中 竹 深 树 密 虫 鸣 处 时 有 微 凉 不 是 风,https://so.gushiwen.org/shiwenv_2d549d9a09f4.aspx
35,炉 火 照 天 地 红 星 乱 紫 烟 赧 郎 明 月 夜 歌 曲 动 寒 川,https://so.gushiwen.org/shiwenv_8c3f69e79d33.aspx
36,只 有 天 在 上 更 无 山 与 齐 举 头 红 日 近 回 首 白 云 低,https://so.gushiwen.org/shiwenv_cd44418f685f.aspx
37,一 曲 新 词 酒 一 杯 去 年 天 气 旧 亭 台 夕 阳 西 下 几 时 回 无 可 奈 何 花 落 去 似 曾 相 识 燕 归 来 小 园 香 径 独 徘 徊,https://so.gushiwen.org/shiwenv_eda29e11ff49.aspx
38,落 魄 江 南 载 酒 行 楚 腰 纤 细 掌 中 轻 十 年 一 觉 扬 州 梦 赢 得 青 楼 薄 幸 名,https://so.gushiwen.org/shiwenv_42e12feb4ebb.aspx
39,莺 嘴 啄 花 红 溜 燕 尾 点 波 绿 皱 指 冷 玉 笙 寒 吹 彻 小 梅 春 透 依 旧 依 旧 人 与 绿 杨 俱 瘦,https://so.gushiwen.org/shiwenv_20f074f6d770.aspx
40,山 外 青 山 楼 外 楼 西 湖 歌 舞 几 时 休 暖 风 熏 得 游 人 醉 直 把 杭 州 作 汴 州,https://so.gushiwen.org/shiwenv_63f2cb1073ff.aspx
41,故 人 具 鸡 黍 邀 我 至 田 家 绿 树 村 边 合 青 山 郭 外 斜 开 轩 面 场 圃 把 酒 话 桑 麻 待 到 重 阳 日 还 来 就 菊 花,https://so.gushiwen.org/shiwenv_4a0d548bebb3.aspx
42,无 言 独 上 西 楼 月 如 钩 寂 寞 梧 桐 深 院 锁 清 秋 剪 不 断 理 还 乱 是 离 愁 别 是 一 般 滋 味 在 心 头,https://so.gushiwen.org/shiwenv_804144e6b0dd.aspx
43,百 感 中 来 不 自 由 角 声 孤 起 夕 阳 楼 碧 山 终 日 思 无 尽 芳 草 何 年 恨 即 休 睫 在 眼 前 长 不 见 道 非 身 外 更 何 求 谁 人 得 似 张 公 子 千 首 诗 轻 万 户 侯,https://so.gushiwen.org/shiwenv_a384f95850a5.aspx
44,梨 花 淡 白 柳 深 青 柳 絮 飞 时 花 满 城 惆 怅 东 栏 一 株 雪 人 生 看 得 几 清 明,https://so.gushiwen.org/shiwenv_3fa812d40687.aspx
45,怀 君 属 秋 夜 散 步 咏 凉 天 空 山 松 子 落 幽 人 应 未 眠,https://so.gushiwen.org/shiwenv_0f23fdb7b5f9.aspx
46,千 古 江 山 英 雄 无 觅 孙 仲 谋 处 舞 榭 歌 台 风 流 总 被 雨 打 风 吹 去 斜 阳 草 树 寻 常 巷 陌 人 道 寄 奴 曾 住 想 当 年 金 戈 铁 马 气 吞 万 里 如 虎 元 嘉 草 草 封 狼 居 胥 赢 得 仓 皇 北 顾 四 十 三 年 望 中 犹 记 烽 火 扬 州 路 可 堪 回 首 佛 狸 祠 下 一 片 神 鸦 社 鼓 凭 谁 问 廉 颇 老 矣 尚 能 饭 否,https://so.gushiwen.org/shiwenv_12e69f000057.aspx
47,风 蒲 猎 猎 小 池 塘 过 雨 荷 花 满 院 香 沉 李 浮 瓜 冰 雪 凉 竹 方 床 针 线 慵 拈 午 梦 长,https://so.gushiwen.org/shiwenv_2d07a29f2774.aspx
48,兰 生 不 当 户 别 是 闲 庭 草 夙 被 霜 露 欺 红 荣 已 先 老 谬 接 瑶 华 枝 结 根 君 王 池 顾 无 馨 香 美 叨 沐 清 风 吹 馀 芳 若 可 佩 卒 岁 长 相 随 袖 中 赵 匕 首 买 自 徐 夫 人 玉 匣 闭 霜 雪 经 燕 复 历 秦 其 事 竟 不 捷 沦 落 归 沙 尘 持 此 愿 投 赠 与 君 同 急 难 荆 卿 一 去 后 壮 士 多 摧 残 长 号 易 水 上 为 我 扬 波 澜 凿 井 当 及 泉 张 帆 当 济 川 廉 夫 唯 重 义 骏 马 不 劳 鞭 人 生 贵 相 知 何 必 金 与 钱 慢 世 薄 功 业 非 无 胸 中 画 谑 浪 万 古 贤 以 为 儿 童 剧 立 产 如 广 费 匡 君 怀 长 策 但 苦 山 北 寒 谁 知 道 南 宅 岁 酒 上 逐 风 霜 鬓 两 边 白 蜀 主 思 孔 明 晋 家 望 安 石 时 人 列 五 鼎 谈 笑 期 一 掷 虎 伏 被 胡 尘 渔 歌 游 海 滨 弊 裘 耻 妻 嫂 长 剑 托 交 亲 夫 子 秉 家 义 群 公 难 与 邻 莫 持 西 江 水 空 许 东 溟 臣 他 日 青 云 去 黄 金 报 主 人,https://so.gushiwen.org/shiwenv_a0661b92e0c0.aspx
49,枕 中 云 气 千 峰 近 床 底 松 声 万 壑 哀 要 看 银 山 拍 天 浪 开 窗 放 入 大 江 来,https://so.gushiwen.org/shiwenv_d4b985ecee90.aspx
50,静 夜 四 无 邻 荒 居 旧 业 贫 雨 中 黄 叶 树 灯 下 白 头 人 以 我 独 沉 久 愧 君 相 见 频 平 生 自 有 分 况 是 蔡 家 亲,https://so.gushiwen.org/shiwenv_7661425bdf0a.aspx
51,煮 豆 燃 豆 萁 豆 在 釜 中 泣 本 是 同 根 生 相 煎 何 太 急 版 本 一 煮 豆 持 作 羹 漉 菽 以 为 汁 萁 在 釜 下 燃 豆 在 釜 中 泣 本 自 同 根 生 相 煎 何 太 急 版 本 二,https://so.gushiwen.org/shiwenv_305d29fb64aa.aspx
52,天 门 中 断 楚 江 开 碧 水 东 流 至 此 回 两 岸 青 山 相 对 出 孤 帆 一 片 日 边 来,https://so.gushiwen.org/shiwenv_97e6296bfb8d.aspx
53,双 桧 苍 然 古 貌 奇 含 烟 吐 雾 郁 参 差 晚 依 禅 客 当 金 殿 初 对 将 军 映 画 旗 龙 象 界 中 成 宝 盖 鸳 鸯 瓦 上 出 高 枝 长 明 灯 是 前 朝 焰 曾 照 青 青 年 少 时,https://so.gushiwen.org/shiwenv_78d6ed45272e.aspx
54,少 年 易 老 学 难 成 一 寸 光 阴 不 可 轻 未 觉 池 塘 春 草 梦 阶 前 梧 叶 已 秋 声,https://so.gushiwen.org/shiwenv_85ebee46dc2c.aspx
55,薄 雾 浓 云 愁 永 昼 瑞 脑 消 金 兽 佳 节 又 重 阳 玉 枕 纱 橱 半 夜 凉 初 透 东 篱 把 酒 黄 昏 后 有 暗 香 盈 袖 莫 道 不 销 魂 帘 卷 西 风 人 比 黄 花 瘦,https://so.gushiwen.org/shiwenv_324219410b89.aspx
56,萋 萋 芳 草 忆 王 孙 柳 外 楼 高 空 断 魂 杜 宇 声 声 不 忍 闻 欲 黄 昏 雨 打 梨 花 深 闭 门,https://so.gushiwen.org/shiwenv_a23968b0af37.aspx
57,锦 瑟 无 端 五 十 弦 一 弦 一 柱 思 华 年 庄 生 晓 梦 迷 蝴 蝶 望 帝 春 心 托 杜 鹃 沧 海 月 明 珠 有 泪 蓝 田 日 暖 玉 生 烟 此 情 可 待 成 追 忆 只 是 当 时 已 惘 然,https://so.gushiwen.org/shiwenv_1921957e6e83.aspx
58,子 规 啼 不 如 归 道 是 春 归 人 未 归 几 日 添 憔 悴 虚 飘 飘 柳 絮 飞 一 春 鱼 雁 无 消 息 则 见 双 燕 斗 衔 泥,https://so.gushiwen.org/shiwenv_36ed7c639f08.aspx
59,泠 泠 七 弦 上 静 听 松 风 寒 古 调 虽 自 爱 今 人 多 不 弹,https://so.gushiwen.org/shiwenv_8430c8ce3d9c.aspx
60,常 记 溪 亭 日 暮 沉 醉 不 知 归 路 兴 尽 晚 回 舟 误 入 藕 花 深 处 争 渡 争 渡 惊 起 一 滩 鸥 鹭,https://so.gushiwen.org/shiwenv_3e33bfbb8f79.aspx
61,昔 我 游 齐 都 登 华 不 注 峰 兹 山 何 峻 秀 绿 翠 如 芙 蓉 萧 飒 古 仙 人 了 知 是 赤 松 借 予 一 白 鹿 自 挟 两 青 龙 含 笑 凌 倒 景 欣 然 愿 相 从 泣 与 亲 友 别 欲 语 再 三 咽 勖 君 青 松 心 努 力 保 霜 雪 世 路 多 险 艰 白 日 欺 红 颜 分 手 各 千 里 去 去 何 时 还 在 世 复 几 时 倏 如 飘 风 度 空 闻 紫 金 经 白 首 愁 相 误 抚 己 忽 自 笑 沉 吟 为 谁 故 名 利 徒 煎 熬 安 得 闲 余 步 终 留 赤 玉 舄 东 上 蓬 莱 路 秦 帝 如 我 求 苍 苍 但 烟 雾,https://so.gushiwen.org/shiwenv_1864fe781a93.aspx
62,江 上 往 来 人 但 爱 鲈 鱼 美 君 看 一 叶 舟 出 没 风 波 里,https://so.gushiwen.org/shiwenv_4b21381d3a76.aspx
63,长 安 古 道 马 迟 迟 高 柳 乱 蝉 嘶 夕 阳 岛 外 秋 风 原 上 目 断 四 天 垂 归 云 一 去 无 踪 迹 何 处 是 前 期 狎 兴 生 疏 酒 徒 萧 索 不 似 少 年 时,https://so.gushiwen.org/shiwenv_861b0d2902a0.aspx
64,辛 苦 最 怜 天 上 月 一 昔 如 环 昔 昔 都 成 玦 若 似 月 轮 终 皎 洁 不 辞 冰 雪 为 卿 热 无 那 尘 缘 容 易 绝 燕 子 依 然 软 踏 帘 钩 说 唱 罢 秋 坟 愁 未 歇 春 丛 认 取 双 栖 蝶,https://so.gushiwen.org/shiwenv_26b87875bd77.aspx
65,三 过 平 山 堂 下 半 生 弹 指 声 中 十 年 不 见 老 仙 翁 壁 上 龙 蛇 飞 动 欲 吊 文 章 太 守 仍 歌 杨 柳 春 风 休 言 万 事 转 头 空 未 转 头 时 皆 梦,https://so.gushiwen.org/shiwenv_a2a716cb0511.aspx
66,滕 王 高 阁 临 江 渚 佩 玉 鸣 鸾 罢 歌 舞 画 栋 朝 飞 南 浦 云 珠 帘 暮 卷 西 山 雨 闲 云 潭 影 日 悠 悠 物 换 星 移 几 度 秋 阁 中 帝 子 今 何 在 槛 外 长 江 空 自 流,https://so.gushiwen.org/shiwenv_433b9ec674cf.aspx
67,春 风 一 夜 到 衡 阳 楚 水 燕 山 万 里 长 莫 道 春 来 便 归 去 江 南 虽 好 是 他 乡,https://so.gushiwen.org/shiwenv_a9d80ed06ffb.aspx
68,春 江 潮 水 连 海 平 海 上 明 月 共 潮 生 滟 滟 随 波 千 万 里 何 处 春 江 无 月 明 江 流 宛 转 绕 芳 甸 月 照 花 林 皆 似 霰 空 里 流 霜 不 觉 飞 汀 上 白 沙 看 不 见 江 天 一 色 无 纤 尘 皎 皎 空 中 孤 月 轮 江 畔 何 人 初 见 月 江 月 何 年 初 照 人 人 生 代 代 无 穷 已 江 月 年 年 只 相 似 不 知 江 月 待 何 人 但 见 长 江 送 流 水 白 云 一 片 去 悠 悠 青 枫 浦 上 不 胜 愁 谁 家 今 夜 扁 舟 子 何 处 相 思 明 月 楼 可 怜 楼 上 月 徘 徊 应 照 离 人 妆 镜 台 玉 户 帘 中 卷 不 去 捣 衣 砧 上 拂 还 来 此 时 相 望 不 相 闻 愿 逐 月 华 流 照 君 鸿 雁 长 飞 光 不 度 鱼 龙 潜 跃 水 成 文 昨 夜 闲 潭 梦 落 花 可 怜 春 半 不 还 家 江 水 流 春 去 欲 尽 江 潭 落 月 复 西 斜 斜 月 沉 沉 藏 海 雾 碣 石 潇 湘 无 限 路 不 知 乘 月 几 人 归 落 月 摇 情 满 江 树,https://so.gushiwen.org/shiwenv_3aed26d1fa99.aspx
69,细 草 微 风 岸 危 樯 独 夜 舟 星 垂 平 野 阔 月 涌 大 江 流 名 岂 文 章 著 官 应 老 病 休 飘 飘 何 所 似 天 地 一 沙 鸥,https://so.gushiwen.org/shiwenv_30bf1f03b349.aspx
70,回 乐 峰 前 沙 似 雪 受 降 城 外 月 如 霜 回 乐 峰 一 作 回 乐 烽 不 知 何 处 吹 芦 管 一 夜 征 人 尽 望 乡,https://so.gushiwen.org/shiwenv_d89eb1125b6d.aspx
71,戍 鼓 断 人 行 边 秋 一 雁 声 露 从 今 夜 白 月 是 故 乡 明 有 弟 皆 分 散 无 家 问 死 生 寄 书 长 不 达 况 乃 未 休 兵,https://so.gushiwen.org/shiwenv_ad6f7cfa10c2.aspx
72,春 江 潮 水 连 海 平 海 上 明 月 共 潮 生 滟 滟 随 波 千 万 里 何 处 春 江 无 月 明 江 流 宛 转 绕 芳 甸 月 照 花 林 皆 似 霰 空 里 流 霜 不 觉 飞 汀 上 白 沙 看 不 见 江 天 一 色 无 纤 尘 皎 皎 空 中 孤 月 轮 江 畔 何 人 初 见 月 江 月 何 年 初 照 人 人 生 代 代 无 穷 已 江 月 年 年 只 相 似 不 知 江 月 待 何 人 但 见 长 江 送 流 水 白 云 一 片 去 悠 悠 青 枫 浦 上 不 胜 愁 谁 家 今 夜 扁 舟 子 何 处 相 思 明 月 楼 可 怜 楼 上 月 徘 徊 应 照 离 人 妆 镜 台 玉 户 帘 中 卷 不 去 捣 衣 砧 上 拂 还 来 此 时 相 望 不 相 闻 愿 逐 月 华 流 照 君 鸿 雁 长 飞 光 不 度 鱼 龙 潜 跃 水 成 文 昨 夜 闲 潭 梦 落 花 可 怜 春 半 不 还 家 江 水 流 春 去 欲 尽 江 潭 落 月 复 西 斜 斜 月 沉 沉 藏 海 雾 碣 石 潇 湘 无 限 路 不 知 乘 月 几 人 归 落 月 摇 情 满 江 树,https://so.gushiwen.org/shiwenv_3aed26d1fa99.aspx
73,银 烛 吐 青 烟 金 樽 对 绮 筵 离 堂 思 琴 瑟 别 路 绕 山 川 明 月 隐 高 树 长 河 没 晓 天 悠 悠 洛 阳 道 此 会 在 何 年,https://so.gushiwen.org/shiwenv_4b20503338e3.aspx
74,少 年 不 识 愁 滋 味 爱 上 层 楼 爱 上 层 楼 为 赋 新 词 强 说 愁 而 今 识 尽 愁 滋 味 欲 说 还 休 欲 说 还 休 却 道 天 凉 好 个 秋,https://so.gushiwen.org/shiwenv_2ee36eb2ccf7.aspx
75,绿 蚁 新 醅 酒 红 泥 小 火 炉 晚 来 天 欲 雪 能 饮 一 杯 无,https://so.gushiwen.org/shiwenv_d09fef17613b.aspx
76,葡 萄 美 酒 夜 光 杯 欲 饮 琵 琶 马 上 催 醉 卧 沙 场 君 莫 笑 古 来 征 战 几 人 回,https://so.gushiwen.org/shiwenv_9312f5349cd7.aspx
77,朱 雀 桥 边 野 草 花 乌 衣 巷 口 夕 阳 斜 旧 时 王 谢 堂 前 燕 飞 入 寻 常 百 姓 家,https://so.gushiwen.org/shiwenv_8b671db8c10d.aspx
78,造 物 无 言 却 有 情 每 于 寒 尽 觉 春 生 千 红 万 紫 安 排 著 只 待 新 雷 第 一 声,https://so.gushiwen.org/shiwenv_6b1257a2182b.aspx
79,梨 花 淡 白 柳 深 青 柳 絮 飞 时 花 满 城 惆 怅 东 栏 一 株 雪 人 生 看 得 几 清 明,https://so.gushiwen.org/shiwenv_3fa812d40687.aspx
80,三 月 七 日 沙 湖 道 中 遇 雨 雨 具 先 去 同 行 皆 狼 狈 余 独 不 觉 已 而 遂 晴 故 作 此 词 莫 听 穿 林 打 叶 声 何 妨 吟 啸 且 徐 行 竹 杖 芒 鞋 轻 胜 马 谁 怕 一 蓑 烟 雨 任 平 生 料 峭 春 风 吹 酒 醒 微 冷 山 头 斜 照 却 相 迎 回 首 向 来 萧 瑟 处 归 去 也 无 风 雨 也 无 晴,https://so.gushiwen.org/shiwenv_6b30455fdd3c.aspx
81,江 国 逾 千 里 山 城 仅 百 层 岸 风 翻 夕 浪 舟 雪 洒 寒 灯 留 滞 才 难 尽 艰 危 气 益 增 图 南 未 可 料 变 化 有 鲲 鹏,https://so.gushiwen.org/shiwenv_44c9b51cef8e.aspx
82,千 锤 万 凿 出 深 山 烈 火 焚 烧 若 等 闲 粉 骨 碎 身 全 不 怕 要 留 清 白 在 人 间,https://so.gushiwen.org/shiwenv_c6c93895df0a.aspx
83,一 挂 吴 帆 不 计 程 几 回 击 缆 几 回 行 天 寒 有 日 云 犹 冻 江 阔 无 风 浪 亦 生 数 点 家 山 常 在 眼 一 声 寒 雁 正 关 情 长 年 忽 得 南 来 鲤 恐 有 音 书 急 遣 烹,https://so.gushiwen.org/shiwenv_9c13f8546160.aspx
84,日 暮 苍 山 远 天 寒 白 屋 贫 柴 门 闻 犬 吠 风 雪 夜 归 人,https://so.gushiwen.org/shiwenv_d61bf6c27218.aspx
85,大 江 东 去 浪 淘 尽 千 古 风 流 人 物 故 垒 西 边 人 道 是 三 国 周 郎 赤 壁 乱 石 穿 空 惊 涛 拍 岸 卷 起 千 堆 雪 江 山 如 画 一 时 多 少 豪 杰 遥 想 公 瑾 当 年 小 乔 初 嫁 了 雄 姿 英 发 羽 扇 纶 巾 谈 笑 间 樯 橹 灰 飞 烟 灭 故 国 神 游 多 情 应 笑 我 早 生 华 发 人 生 如 梦 一 尊 还 酹 江 月,https://so.gushiwen.org/shiwenv_5fb51378286c.aspx
86,百 战 沙 场 碎 铁 衣 城 南 已 合 数 重 围 突 营 射 杀 呼 延 将 独 领 残 兵 千 骑 归,https://so.gushiwen.org/shiwenv_3e2bfcd9dfec.aspx
87,汴 水 流 泗 水 流 流 到 瓜 州 古 渡 头 吴 山 点 点 愁 思 悠 悠 恨 悠 悠 恨 到 归 时 方 始 休 月 明 人 倚 楼,https://so.gushiwen.org/shiwenv_10ff29925d73.aspx
88,小 时 不 识 月 呼 作 白 玉 盘 又 疑 瑶 台 镜 飞 在 青 云 端 仙 人 垂 两 足 桂 树 何 团 团 白 兔 捣 药 成 问 言 与 谁 餐 蟾 蜍 蚀 圆 影 大 明 夜 已 残 羿 昔 落 九 乌 天 人 清 且 安 阴 精 此 沦 惑 去 去 不 足 观 忧 来 其 如 何 凄 怆 摧 心 肝,https://so.gushiwen.org/shiwenv_04c68a9b161e.aspx
89,死 去 元 知 万 事 空 但 悲 不 见 九 州 同 王 师 北 定 中 原 日 家 祭 无 忘 告 乃 翁,https://so.gushiwen.org/shiwenv_966c8a76211f.aspx
90,耕 犁 千 亩 实 千 箱 力 尽 筋 疲 谁 复 伤 但 得 众 生 皆 得 饱 不 辞 羸 病 卧 残 阳,https://so.gushiwen.org/shiwenv_9b3d3cb65c13.aspx
91,谁 家 玉 笛 暗 飞 声 散 入 春 风 满 洛 城 此 夜 曲 中 闻 折 柳 何 人 不 起 故 园 情,https://so.gushiwen.org/shiwenv_be1894114330.aspx
